Company,Latitude,Longitude,Employees,Annual Sales,Year Established,Business Description,Brand Names,Primary SIC Code,Primary SIC Code Description,NAICS Code,NAICS Code Description
"Essco Laminates, Inc.",44.530449,-88.07921,3,under $1.5Mil,1984,Industrial laminated plastic sheets,,3083,Laminated plastic plate and sheet,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
"ETS Electrofishing Systems, LLC",43.087219,-89.367191,3,"$600,000 (est)",,Electrofishing equipment,,3949,Sporting and athletic goods,339920,Sporting and Athletic Goods Manufacturing
Euro-Tech Corp.,43.105061,-88.087904,3,$1Mil-$2.5Mil,1993,"Distributor of European-made tooling & gaging products, including spline & handheld dimensional gages, hydraulic arbors, tiny gaging transducers & clamping devices","Pinhead, Mytec, Frenco, Knabel, Kostyrka, Universal Holding Fixtures (UHF), Tschorn",5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
"Evers Manufacturing, Inc.",43.151534,-87.976125,3,"under $500,000",1983,"Custom sheet, plate & structural metal & pipe fabrication",,3444,Sheet metal work,331110,Iron and Steel Mills and Ferroalloy Manufacturing
"Excel Steel Fab, LLC",44.95704,-90.953431,3,"$500,000-$1Mil",2001,"Structural steel & sheet metal fabrication & welding, architectural metalwork & CNC machining job shop",,3441,Structural metal-fabricated,332312,Fabricated Structural Metal Manufacturing
Execu Print,43.094267,-88.356464,3,"under $500,000",1993,Commercial printing & vehicle lettering,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
"Falls Glass Services, Inc.",43.729078,-87.807844,3,"under $500,000",1987,Wooden windows & doors for commercial & residential projects,,2431,Millwork,321911,Wood Window and Door Manufacturing
Falls Monument Co.,43.733826,-87.822321,3,"under $500,000",1969,Stone engraving,,3281,Cut stone and stone products,327991,Cut Stone and Stone Product Manufacturing
Fastenal Co.,43.321583,-88.266956,3,$1.1Mil (est),2004,"Wholesaler of fasteners, safety equipment, tools & abrasives",,5072,Hardware,423710,Hardware Merchant Wholesalers
Fastenal Co.,45.161919,-89.155872,3,"$900,000 ",1997,"Wholesaler of fasteners, safety equipment, tools & abrasives",,5072,Hardware,423710,Hardware Merchant Wholesalers
FedEx Office & Print Center,43.039012,-87.907448,3,"$500,000-$1Mil",1972,Commercial printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
FedEx Office & Print Center,44.451727,-88.086036,3,"$500,000-$1Mil",2007,Commercial printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
Fennimore Times,42.981642,-90.655924,3,"under $500,000",1889,Weekly newspaper publishing,,2711,Newspapers,513110,Newspaper Publishers
First Supply LLC,42.705166,-87.847872,3,$1.3Mil (est),2005,"Wholesaler of plumbing, HVAC, industrial & waterworks equipment & supplies, including fixtures, pipe, fittings, pumps & valves","ADP Coils, Allied Air, American Air Filter, A.O. Smith, Aprilaire, Aquatherm, Beckett, Bell & Gossett, Boss, Bosch, Clarcor, Coleman, Duravant, Panasonic, US Boiler, Xylem, Zurn, Protech, IBC Boiler, Johnson Controls, Fisher",5074,Plumbing and hydronic heating supplies,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
"Fish Creek Moccasin, LLC",45.127898,-87.248365,3,"under $500,000",1987,Moccasins,,3172,Leather goods-personal,316210,Footwear Manufacturing
"Fitting Specialty Of America, LLC",42.576724,-87.846403,3,"under $500,000",1946,"Stainless steel ball swivel joint rotary couplings & heavy-duty swivel joint straight-line rotary couplings for the food, dairy, pharmaceutical & beverage industries",,3444,Sheet metal work,332322,Sheet Metal Work Manufacturing
Flex-O-Sweep Co.,45.131506,-92.54081,3,"under $500,000",1946,Tube bending & sheet metal fabrication,,3498,Pipe and fittings-fabricated,332996,Fabricated Pipe and Pipe Fitting Manufacturing
"Floclaire Group, LLC",43.081049,-89.373907,3,"$868,000 ",2019,"Hair care & skin care products, including oils, shampoos & conditioners",,2844,Toilet preparations,325620,Toilet Preparation Manufacturing
"Foerster Signs, LLC",43.339642,-88.294492,3,"under $500,000",2008,Industrial signs,,3993,Signs and advertising specialties,339950,Sign Manufacturing
"Forest Floor Food, LLC",43.722023,-88.260827,3,"under $500,000",1996,"Pickled vegetables, including stuffed olives & pickled mushrooms & refined non-alcoholic drink mixers, rimmers & bitters",Forest Floor,2035,"Pickles, sauces and salad dressings",311421,Fruit and Vegetable Canning
"Forest Tool, Inc.",45.574115,-88.892381,3,"$500,000-$1Mil",1992,Tool & die job shop,,3544,"Dies, tools, jigs and fixtures-special",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
"Franklin X. McCormick, Inc.",43.006479,-88.005383,3,"under $500,000",2005,Religious book publishing,,2731,Book publishing,513130,Book Publishers
Freese's Candy Shoppe,43.016929,-88.003993,3,"under $500,000",1928,Chocolate candy,,2066,Chocolate and cocoa products,311300,Sugar and Confectionery Product Manufacturing
Fresh-flo® Corp.,43.702353,-87.746793,3,"under $500,000",1963,Water aeration equipment,Fresh-flo®,3589,Service industry machinery,333310,Commercial and Service Industry Machinery Manufacturing
Froemel Well & Pump,45.999663,-91.454863,3,"under $500,000",1996,Wholesaler of pumps,,5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
Fully Promoted,42.987955,-88.22514,3,"under $500,000",2004,"Embroidery, screen printing & promotional products",,2395,Pleating and stitching,314999,All Other Miscellaneous Textile Product Mills
G&G Slotted Core Vents,44.345423,-88.590319,3,"under $400,000",2016,"Core vents, core box vents, screw machine products & specialty machining",,3444,Sheet metal work,332721,Precision Turned Product Manufacturing
"Gallenberg Technologies, Inc.",45.18396,-89.104581,3,"under $500,000",1996,"Farm machinery, landscape rock pickers & beach cleaning & ginseng harvesting machinery",,3523,Farm machinery and equipment,333111,Farm Machinery and Equipment Manufacturing
Gamm Industrial Equipment & Supplies,43.0467,-87.962891,3,$1Mil-$5Mil,1981,"Standard & custom venturi, pressure, manual & automatic sandblasting equipment",,3599,Industrial machinery,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
"Gear Pros, Inc.",45.151978,-92.535694,3,"$500,000-$1Mil",2003,"Machine shop, including turning, milling & gear cutting",Ambassador Head Drives,3599,Industrial machinery,332710,Machine Shops
"Gem Machining, LLC",44.781044,-88.56751,3,"$500,000-$1Mil",1969,CNC machining job shop,,3599,Industrial machinery,332710,Machine Shops
"Gemini Controls, LLC",43.279359,-87.985844,3,"under $500,000",1967,Industrial & DC motor speed controls & electronic assembly,,3566,"Speed changers, drives and gears",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
"General Technologies International, Inc.",42.705373,-87.840186,3,"$500,000-$1Mil",1970,"CNC & general machining job shop, including grinding & tool & die work",,3599,Industrial machinery,332710,Machine Shops
"Genesis Attachments, LLC",46.740295,-92.090465,3,"$900,000 (est)",1997,"Hydraulic attachments for the demolition, scrap processing & material handling industries",,3531,Construction machinery,333611,Turbine and Turbine Generator Set Units Manufacturing
"Gerdes Fabricating, Inc.",44.190456,-90.901844,3,"under $500,000",2003,Truck trailers,,3715,Truck trailers,336214,Travel Trailer and Camper Manufacturing
"Gift Of Wings, Inc.",42.889852,-88.039542,3,"under $500,000",1992,Aviation toys & kites,,3944,"Games, toys and children's vehicles",339930,"Doll, Toy, and Game Manufacturing"
"Global Prosthetics, Inc.",43.055769,-89.516062,3,"under $500,000",1983,Prosthetic eyes,,3842,Surgical appliances and supplies,339113,Surgical Appliance and Supplies Manufacturing
"Goat Built, Inc.",42.505454,-88.306395,3,"$500,000-$1Mil",2011,DIY full-size off-road rock crawler chassis tube kits,,3714,Motor vehicle parts and accessories,336390,Other Motor Vehicle Parts Manufacturing
"Goebel Woodwork, Inc.",43.371521,-87.899667,3,"under $500,000",1950,"Custom handcrafted architectural woodwork, including prefinished & unfinished cabinetry, stairways, custom mouldings, altars, countertops, libraries, chairs & fireplace mantels for homes, laboratories, hospitals, churches & commercial buildings",,2434,Kitchen cabinets-wood,321918,Other Millwork (including Flooring)
Goodrich Sawmill,45.143367,-90.104827,3,"$700,000 (est)",2017,Lumber processing,,2421,"Sawmills and planing mills, general",113310,Logging
"Granberg Precision Tooling, Inc.",42.632387,-88.629734,3,"under $500,000",1987,Investment casting tooling & tool & die job shop,,3544,"Dies, tools, jigs and fixtures-special",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
"Graphic Sign & Letter Co., Inc.",43.851718,-88.825993,3,"under $500,000",1986,"Vinyl & metal interior & exterior signs, banners & engraved signage",,3993,Signs and advertising specialties,339950,Sign Manufacturing
"Great Lakes Orthotics & Prosthetics, Inc.",44.301261,-88.368798,3,"under $500,000",2006,Orthotics,,3842,Surgical appliances and supplies,339113,Surgical Appliance and Supplies Manufacturing
"Great Rivers Irrigation Of Warrens, LLC",44.136416,-90.581121,3,$1Mil-$2.5Mil,1960,"Irrigation systems, including lines, pumps, motors, pipe, sprinklers, generators & engines",,3523,Farm machinery and equipment,333111,Farm Machinery and Equipment Manufacturing
Green Bay Manufacturing Co.,44.149303,-87.584804,3,"under $500,000",1974,"Acme screws, nuts, steel balls, gears, threaded rods & sleeves",,3452,"Bolts, nuts, rivets and washers",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
Greenhill Manufacturing Ltd.,42.934346,-88.025471,3,$1Mil-$2.5Mil,1984,Livestock heating & cooling equipment,,3822,Environmental controls,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
"Greg Evans Printing, Inc.",43.65137,-90.339383,3,"under $500,000",1998,Newspaper publishing,Hillsboro Sentry-Enterprise,2711,Newspapers,513110,Newspaper Publishers
"GSB Services, LLC",43.102124,-88.418361,3,under $1Mil,1996,"Custom copper, steel & aluminum sheet metal gutters, gutter protection & roof & gutter ice dam prevention systems","VersaScreen Gutter Protection, Edge Melt Systems Ice Dam Prevention, Drexan Self Regulating Heat Cables",3444,Sheet metal work,332322,Sheet Metal Work Manufacturing
"H.W. Dahnke Sales Co., Inc.",43.101727,-88.392583,3,$1Mil-$5Mil,1962,"Distributor of screening, weighing, dust collection, particle size reduction & bulk material handling equipment, including industrial vibrators, level controls, inventory management systems, flexible connectors & dust filter socks","SWECO, VIBCO, Flesicon, Minebea-Intec Sartorius, BinMaster, Industrial Magnetics, Piab Vacuum Systems, Advanced Detection Systems, Brabender Technologies, Quadro USA, Britton Valves, MixMor, Donaldson/Torit",5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
"Hale Outdoor Products, LLC",45.144886,-92.692689,3,"under $500,000",2006,Mobile robotic firearm training targets,MotoShot,3949,Sporting and athletic goods,339920,Sporting and Athletic Goods Manufacturing
"Hallman/Lindsay Paints, Inc.",43.02265,-88.200502,3,"$900,000 (est)",1956,"Distributor of paints, stains, primers, varnishes & painting equipment & supplies","Hallman/Lindsay, Zinsser, Wooster, 3M",5198,"Paints, varnishes and supplies",423120,Paint and Wallpaper Stores
"Hallman/Lindsay Paints, Inc.",42.711766,-89.003947,3,"$500,000-$1Mil",,"Distributor of paints, stains, primers, varnishes & painting equipment & supplies","Hallman/Lindsay, Zinsser, Wooster, 3M",5198,"Paints, varnishes and supplies",423120,Paint and Wallpaper Stores
"Hallman/Lindsay Paints, LLC",44.287491,-88.407216,3,"$900,000 (est)",,"Distributor of paints, stains, primers, varnishes & painting equipment & supplies","Hallman/Lindsay, Zinsser, Wooster, 3M",5198,"Paints, varnishes and supplies",423120,Paint and Wallpaper Stores
"Hallman/Lindsay Paints, LLC",43.079113,-89.377107,3,"$900,000 (est)",1956,"Distributor of paints, stains, primers, varnishes & painting equipment & supplies","Hallman/Lindsay, Zinsser, Wooster, 3M",5198,"Paints, varnishes and supplies",423120,Paint and Wallpaper Stores
"Hallman/Lindsay Paints, LLC",43.096603,-89.514958,3,"$900,000 (est)",2011,"Distributor of paints, stains, primers, varnishes & painting equipment & supplies","Hallman/Lindsay, Zinsser, Wooster, 3M, Cabot, Rustoleum, Dickies",5198,"Paints, varnishes and supplies",423120,Paint and Wallpaper Stores
Hallman/Lindsay Quality Paints,44.073368,-87.690345,3,"$800,000 ",,"Distributor of paints, stains, primers, varnishes & painting equipment & supplies","Hallman/Lindsay, Zinsser, Wooster, 3M",5198,"Paints, varnishes and supplies",423120,Paint and Wallpaper Stores
Hallman/Lindsay Quality Paints,44.787447,-91.463986,3,"$900,000 (est)",,"Distributor of paints, stains, primers, varnishes & painting equipment & supplies","Hallman/Lindsay, Zinsser, Wooster, 3MM",5198,"Paints, varnishes and supplies",423120,Paint and Wallpaper Stores
"Hamblen Equipment, Inc.",45.898694,-89.485097,3,"$900,000 (est)",,Snowmobile trail groomer drags,,3531,Construction machinery,333120,Construction Machinery Manufacturing
"Handcrafted Furniture Co., Inc.",44.961707,-89.742935,3,"$500,000-$1Mil",1987,Custom handcrafted hardwood heirloom furniture,,2511,Furniture-wood household,337122,Nonupholstered Wood Household Furniture Manufacturing
"Hanger Prosthetics & Orthotics, Inc.",43.76003,-87.749833,3,"$700,000 (est)",,Prosthetics & orthotics,,3842,Surgical appliances and supplies,339113,Surgical Appliance and Supplies Manufacturing
"Hansen Plank Road Cabinetry, LLC",43.101727,-88.392583,3,"$500,000 ",2010,Wooden kitchen & bathroom cabinets & vanities & wooden household furniture,,2434,Kitchen cabinets-wood,337110,Wood Kitchen Cabinet and Countertop Manufacturing
"Harters Lakeside Transport, LLC",43.630279,-87.823168,3,"$600,000 (est)",,Roll-off dumpster rental & waste removal & transportation services for commercial & residential projects,,7359,Equipment rental and leasing,562112,Waste Collection
Hartford Machine Shop,43.323026,-88.386692,3,"under $500,000",1948,Precision dies & machining job shop,,3544,"Dies, tools, jigs and fixtures-special",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
Hauke Honey Corp.,44.59881,-90.176534,3,"$900,000 (est)",1971,Honey processing,,2099,Food preparations,311230,Canned and Cured Specialty Food Manufacturing
